Vibration_mm_s,Temperature_C,Current_A,Voltage_V,Speed_RPM,Fault_Label,Fault_Type
0.889867314,55.2742519,9.150157029,402.3679622,1486.208636,0,Healthy
1.509986881,51.86698683,9.742350787,404.0675861,1481.537035,0,Healthy
1.245491987,60.22857102,8.714013412,400.9231693,1503.898242,0,Healthy
1.356364574,50.05219716,8.94363471,402.6097078,1504.45477,0,Healthy
1.25009857,56.38579284,9.455980223,401.1612685,1504.396087,0,Healthy
1.057129716,62.46309804,10.37906634,394.0434825,1509.848304,0,Healthy
1.005063666,58.14833841,10.92687646,395.8965884,1514.450642,0,Healthy
1.282556185,58.28824064,11.51743439,398.7730594,1488.693958,0,Healthy
1.022097114,51.73675886,9.938318632,401.7057599,1504.150362,0,Healthy
1.36543665,55.05200757,11.16282726,398.6767158,1540.802537,0,Healthy
1.32513347,51.57136977,9.143286002,402.4123621,1496.648058,0,Healthy
1.342800099,56.8929505,9.94173687,395.7660314,1477.277292,0,Healthy
1.11069701,58.42559518,10.171275,393.7713061,1502.597714,0,Healthy
1.277063476,51.46457026,10.12298008,400.2910436,1482.855446,0,Healthy
1.271557472,57.24313811,10.86644099,405.2690103,1479.334959,0,Healthy
1.012434992,57.06014107,10.41102876,402.5752384,1557.790972,0,Healthy
1.314178102,59.54226256,10.76320141,403.2569563,1495.270961,0,Healthy
1.351793844,51.90869914,9.810545115,397.5731823,1501.228112,0,Healthy
1.662931713,47.53093923,10.54900815,391.9364206,1492.921022,0,Healthy
1.417790119,55.25712008,9.137804178,396.4234815,1510.193966,0,Healthy
1.053926674,55.86583436,10.03645747,396.7419983,1532.159161,0,Healthy
1.326783804,46.89942965,10.14916345,396.6910677,1512.7865,0,Healthy
1.041495852,54.54105423,10.40398982,404.328776,1481.995554,0,Healthy
1.133099753,53.10021876,9.477336614,408.8272712,1506.074726,0,Healthy
0.947823209,58.67144779,11.69772496,405.1623263,1477.209451,0,Healthy
1.103153185,60.0676446,9.433864428,402.2190971,1511.619511,0,Healthy
1.014613906,54.76189858,7.406986128,394.8780618,1496.211478,0,Healthy
0.950443364,61.52964522,8.855886898,397.7997776,1501.961109,0,Healthy
1.488254658,49.2565514,10.930531,400.0511653,1485.27737,0,Healthy
1.292420695,55.79623878,9.519826498,400.3490104,1494.220296,0,Healthy
1.222703469,57.6485227,11.26881345,393.8109225,1531.995501,0,Healthy
0.80958244,54.39285962,10.47065377,401.4049593,1490.659507,0,Healthy
1.15837555,53.02799626,9.528508194,404.2480105,1505.355232,0,Healthy
1.061418081,58.5983995,10.24583962,404.0643106,1509.444433,0,Healthy
1.034200998,52.75927584,10.59783488,403.0518513,1499.686476,0,Healthy
1.223465477,60.11065958,9.526742889,402.7354869,1496.96711,0,Healthy
1.156463759,59.39510741,10.66033308,404.0675482,1519.582182,0,Healthy
1.204200768,57.72781189,9.751786595,401.6208318,1498.047854,0,Healthy
1.219399193,57.3806281,9.345423453,410.4619364,1484.909739,0,Healthy
0.957162277,59.63244349,10.63333016,403.1205991,1509.425183,0,Healthy
1.197550645,51.41098251,10.06064365,396.6141914,1514.626796,0,Healthy
1.170588524,51.69801121,9.742891327,402.0646573,1491.544132,0,Healthy
1.035555921,55.97474885,10.19597326,397.4652841,1492.934425,0,Healthy
1.246409987,49.20766263,8.87402898,396.4077789,1496.798293,0,Healthy
1.262181513,60.90142487,10.6861277,399.2003074,1499.714757,0,Healthy
0.999494127,54.92594746,9.769073089,401.6135928,1487.591536,0,Healthy
1.303869303,61.13095565,9.912991881,402.0085586,1510.35216,0,Healthy
1.119755906,55.89636993,10.01007392,400.4883805,1488.404853,0,Healthy
1.204902035,56.99199316,11.16091489,404.7963541,1532.297737,0,Healthy
1.046530487,58.48928255,10.1466736,410.9490147,1487.875526,0,Healthy
1.032055632,52.60242942,8.300883421,397.3712249,1488.61301,0,Healthy
1.230078757,56.3670239,11.50093667,404.7521192,1491.346445,0,Healthy
1.020317066,56.96767669,8.943813434,409.1572938,1517.691602,0,Healthy
1.10616487,48.14746188,11.0830979,399.4273008,1518.567245,0,Healthy
0.881114468,52.60249991,10.00419496,400.234903,1493.249018,0,Healthy
1.324569986,50.72951828,9.886096412,400.6014782,1507.716583,0,Healthy
1.342322976,50.50143163,8.772708663,406.3883841,1504.98471,0,Healthy
1.050302693,61.2046079,10.09253971,405.8964859,1501.012777,0,Healthy
1.612149585,62.02136337,9.800828681,404.8578548,1509.680639,0,Healthy
1.473726312,51.14030616,10.54884117,405.2921224,1473.618908,0,Healthy
0.963348297,46.84307129,9.784474532,403.5877113,1522.535356,0,Healthy
1.214818956,61.51446218,8.895918833,391.4830878,1499.166785,0,Healthy
1.27681309,54.86922101,8.34604632,399.5543998,1480.432957,0,Healthy
1.33393451,56.46639298,9.248096171,397.4306654,1484.111797,0,Healthy
1.187464181,58.82056928,9.211419163,402.5202326,1492.046136,0,Healthy
1.041425434,54.57187856,9.171806142,397.2317535,1482.031832,0,Healthy
1.592945027,55.14105421,9.440219594,401.0698996,1498.315079,0,Healthy
1.15580608,57.4566668,10.60600617,397.3474943,1491.362726,0,Healthy
1.144989661,45.79231534,8.78784715,406.8343713,1524.674516,0,Healthy
1.150192792,57.30622785,10.24900012,415.394404,1516.793624,0,Healthy
1.174416482,51.17783824,8.714842944,401.0173182,1488.654739,0,Healthy
0.915549258,52.41370846,9.134761597,408.4357082,1513.224596,0,Healthy
1.198405472,60.91977656,10.06189465,395.693579,1522.846861,0,Healthy
1.307782009,50.85101538,9.847729058,395.6219087,1479.258004,0,Healthy
1.38523551,62.63766656,8.881145941,402.8148462,1490.240361,0,Healthy
1.102574923,52.6304243,9.308807384,400.2426081,1487.535748,0,Healthy
1.254091365,54.79904756,9.808841563,395.4621817,1491.34843,0,Healthy
1.351078245,57.00366875,9.217955804,400.4966615,1511.270807,0,Healthy
0.866118944,57.17344077,9.469900993,402.8529933,1488.551113,0,Healthy
0.83902358,48.48983025,10.03846796,401.2986125,1486.435251,0,Healthy
1.327718492,48.35391975,9.947136161,393.944919,1490.222458,0,Healthy
1.209479734,51.55834654,9.692355565,405.031464,1491.346622,0,Healthy
1.367138422,50.48117258,10.42384334,407.2078431,1462.925332,0,Healthy
1.040620949,57.30828851,9.837563691,401.8557294,1490.940222,0,Healthy
1.217317957,54.37729106,10.93422565,401.2721042,1505.06404,0,Healthy
1.117624607,53.0495751,9.65395345,401.9722607,1493.685233,0,Healthy
1.257954971,63.30160319,10.69689976,398.3698823,1518.018209,0,Healthy
1.118384925,46.84750186,9.193530951,390.6460404,1494.727298,0,Healthy
1.203683676,61.70574925,10.2615419,398.9044974,1512.441084,0,Healthy
0.757772938,55.94245823,10.61669216,392.6070688,1517.156311,0,Healthy
1.267699281,53.33884834,10.50622549,411.3534643,1502.727994,0,Healthy
1.249644117,53.1625564,9.320124504,404.1516791,1487.158743,0,Healthy
1.214313247,53.08937021,10.38318386,401.6683105,1515.563099,0,Healthy
1.09799672,53.92050026,9.216989027,397.7785337,1505.659507,0,Healthy
1.351397723,51.3113387,10.69568474,406.7781893,1506.201524,0,Healthy
1.575359163,51.9048432,9.004276237,391.1063988,1522.440665,0,Healthy
1.330873131,54.77766132,10.2239749,394.3725548,1536.68628,0,Healthy
1.225844236,55.43757918,10.5806133,402.4050462,1503.35826,0,Healthy
1.041905109,56.88587343,11.5056196,406.7271002,1523.897799,0,Healthy
1.097756865,51.04158072,9.899370464,400.2786246,1516.412873,0,Healthy
0.861507074,61.11820128,9.873593681,397.8655947,1484.818434,0,Healthy
0.869028666,58.29268234,10.05865437,393.5501955,1480.573818,0,Healthy
1.13284306,61.6760861,9.792326919,392.4842852,1496.313854,0,Healthy
1.145455286,44.21245343,9.956564107,398.8453273,1510.443095,0,Healthy
1.569791219,59.50626012,9.784889048,394.4673705,1538.600397,0,Healthy
1.211843687,55.05571717,9.98069993,400.9904238,1497.834594,0,Healthy
1.085267599,52.81256424,9.973797384,397.2828761,1489.307313,0,Healthy
1.221286046,53.98009113,11.20319439,386.745151,1516.372603,0,Healthy
1.449217038,46.70643907,9.725849925,398.1427957,1478.887325,0,Healthy
1.044436662,50.55769662,11.40181635,404.678392,1519.073326,0,Healthy
1.344334413,50.48379292,9.580383787,402.4468728,1481.668083,0,Healthy
1.342599686,54.03869841,9.700143354,403.5547998,1506.66395,0,Healthy
1.127806767,59.63731921,9.135149338,403.079678,1508.896519,0,Healthy
1.138090712,56.30453209,8.999109139,404.6201351,1497.226468,0,Healthy
1.095455396,59.1960369,9.436525048,392.9576935,1476.650562,0,Healthy
1.32120199,49.87828259,11.40383535,389.590353,1525.446846,0,Healthy
1.242203493,54.61314755,9.564064731,401.9956806,1499.435479,0,Healthy
1.420660376,55.45691059,10.12024141,398.1819389,1499.145816,0,Healthy
1.261560354,48.15932643,8.921451662,403.7163205,1502.562982,0,Healthy
1.163203333,55.07373573,10.27806536,397.3012016,1488.325429,0,Healthy
1.239169051,51.08650889,10.3266022,391.487082,1515.437335,0,Healthy
1.294519496,56.02411894,10.78615279,408.3273722,1515.215551,0,Healthy
0.831825154,49.88169213,9.500145138,400.1304553,1507.764885,0,Healthy
1.054851237,55.74706706,9.395693654,396.942411,1478.900084,0,Healthy
1.015353351,49.59326158,9.219301398,405.268209,1485.759017,0,Healthy
1.726476413,56.9732716,10.1478689,395.7082111,1510.504648,0,Healthy
1.084872435,55.48803926,12.04806763,399.5197005,1517.2391,0,Healthy
1.059364715,54.86004604,11.41664051,396.8651647,1527.186728,0,Healthy
1.341550387,52.7501329,10.50592619,404.8627722,1509.327149,0,Healthy
0.885955056,52.0914513,9.801985092,399.6278329,1509.310081,0,Healthy
1.2355402,49.65862257,10.30415828,403.0529287,1508.396857,0,Healthy
1.416156145,58.33568862,10.36734406,399.6491714,1475.085586,0,Healthy
1.285923644,55.83075075,10.21726307,393.6162571,1483.784152,0,Healthy
1.410630571,54.84177938,10.54520056,400.1415919,1500.446342,0,Healthy
1.387656761,52.93582109,10.07689662,397.6886236,1493.482557,0,Healthy
1.138165575,55.88853509,9.617001103,406.2787806,1486.58089,0,Healthy
1.162625671,53.24107577,11.15758231,400.9827739,1515.477668,0,Healthy
0.902887925,56.06820106,10.71170464,400.4114199,1515.982206,0,Healthy
1.09654231,60.63738976,11.8391185,398.1858072,1493.317462,0,Healthy
1.490676895,61.31828858,9.581711978,397.8990659,1495.773231,0,Healthy
0.931109898,51.32539221,9.196687387,396.1610122,1499.479727,0,Healthy
1.246842947,61.20200197,9.201316767,404.921612,1496.790167,0,Healthy
1.190107258,57.69927797,9.101822383,401.9120487,1502.496783,0,Healthy
1.298490253,56.15667458,11.96424011,396.8113001,1492.035046,0,Healthy
1.075371895,52.77809152,9.490090298,405.9450827,1521.307564,0,Healthy
1.085850741,51.67057771,10.37713245,397.2388848,1509.493977,0,Healthy
1.240584604,48.93702354,11.23800416,408.9793884,1490.80817,0,Healthy
1.122459688,56.14346156,10.26756543,403.2927214,1530.153068,0,Healthy
1.164610555,51.80681102,8.896544618,396.3453498,1499.503095,0,Healthy
1.558911573,52.9295548,10.17903036,399.9178855,1517.825899,0,Healthy
1.705386485,52.87652491,9.608448446,405.2208044,1510.228372,0,Healthy
1.569341465,57.33571274,9.712566327,402.9532742,1516.630554,0,Healthy
1.364096436,57.02909612,10.85333975,405.846478,1520.732385,0,Healthy
1.329741978,54.33152768,10.11737095,406.0325448,1487.745965,0,Healthy
1.273734662,53.42664475,10.02299586,406.3922593,1502.866486,0,Healthy
1.20928731,49.56057544,10.59700285,403.2274209,1532.448821,0,Healthy
1.138444353,55.87660131,10.19950695,407.8872664,1498.570567,0,Healthy
1.255804305,57.43158604,10.1492873,397.7678319,1502.91135,0,Healthy
1.41472635,50.8939388,10.10637574,396.4993959,1517.925699,0,Healthy
0.895362619,52.76431261,10.3017695,407.8276201,1499.013746,0,Healthy
1.088960095,62.52462828,8.84158888,389.0059702,1506.600217,0,Healthy
1.099589155,50.91506873,10.56668516,401.2190036,1491.538821,0,Healthy
0.94393912,58.48982931,10.52016094,399.5041207,1527.699555,0,Healthy
0.985983047,48.89789932,9.446473544,399.7720699,1503.650092,0,Healthy
1.151752788,56.40822159,8.998768461,407.218823,1498.767732,0,Healthy
1.423459166,56.37090139,10.36540258,402.8488364,1506.715628,0,Healthy
1.328544552,60.31661012,10.15721694,403.5450188,1498.653965,0,Healthy
1.488023443,52.29443079,11.44075235,399.7992102,1478.538373,0,Healthy
1.225620883,52.27579337,10.67251484,396.7368801,1493.307249,0,Healthy
0.822091854,53.19077472,8.060896539,392.0804859,1511.40622,0,Healthy
1.357160032,56.70183025,9.226419085,399.7614432,1499.945962,0,Healthy
0.968327062,61.01359321,10.70188983,398.8951791,1500.403288,0,Healthy
1.241676562,46.83306053,9.802258094,396.5900788,1484.9757,0,Healthy
1.143779941,62.19074611,10.51267429,397.1441051,1508.588742,0,Healthy
1.479871087,58.69853473,10.0477043,396.7653161,1510.47335,0,Healthy
1.278697077,58.58077288,10.50813744,405.2477636,1491.971472,0,Healthy
1.463478813,55.79039842,11.6602087,396.5540609,1526.039457,0,Healthy
1.239582157,52.39432799,9.612891333,398.3982635,1506.362489,0,Healthy
1.304567098,52.70519998,9.980516326,410.7113518,1525.913148,0,Healthy
1.287264734,55.15201391,10.09602506,403.0675899,1484.658112,0,Healthy
1.148524693,48.3256637,10.3193785,403.2359797,1492.752203,0,Healthy
1.514797353,50.09693735,8.828500096,401.1222591,1515.706475,0,Healthy
1.536785538,53.16446295,10.86294467,399.8074577,1497.410591,0,Healthy
1.376731987,57.60929151,8.738886274,407.3827017,1520.70137,0,Healthy
1.07488746,56.58321413,10.39522415,401.3033688,1491.745423,0,Healthy
1.065675326,54.89778372,10.93818322,402.7180008,1494.440785,0,Healthy
1.354339742,43.60582952,10.91901256,391.3014311,1494.563386,0,Healthy
0.976066021,49.8212741,10.92866143,397.661494,1505.197558,0,Healthy
1.190615884,56.90816331,10.06145751,393.5850389,1514.944002,0,Healthy
1.101248683,48.77367241,9.657507871,407.503799,1512.753326,0,Healthy
1.130269573,53.60296918,9.742691959,410.3837399,1505.729032,0,Healthy
1.286008329,59.12113382,10.19103133,398.7047893,1497.054752,0,Healthy
1.185679748,54.85111105,10.58210363,400.2597294,1510.989601,0,Healthy
1.183856684,55.31454076,8.401439452,404.5816384,1505.197327,0,Healthy
1.399602022,43.41497849,11.67069976,399.3020519,1516.622742,0,Healthy
0.992018815,57.45109562,9.157267549,396.8811552,1528.71047,0,Healthy
1.16186352,55.86973149,10.69605418,402.4784094,1502.256284,0,Healthy
1.2729922,64.61366234,9.953904962,401.0054952,1515.759816,0,Healthy
1.421105187,59.74812122,10.51098418,394.2849754,1524.501473,0,Healthy
0.970730921,56.21054186,9.39657932,399.6793083,1504.931436,0,Healthy
1.264271443,56.68768302,11.29096902,402.2676715,1496.33765,0,Healthy
1.392817434,59.75788196,9.017913748,402.9870003,1510.517591,0,Healthy
1.140487299,60.50282725,9.87995553,400.6278823,1497.403923,0,Healthy
1.20311581,50.61489965,8.847959294,407.9725253,1487.29558,0,Healthy
1.00172153,46.38643955,9.488830602,393.384551,1524.630227,0,Healthy
1.401963418,52.24739862,11.80194864,404.9088274,1495.127529,0,Healthy
0.700118857,64.16377029,8.888342027,391.7730063,1515.338556,0,Healthy
1.687950481,60.53709127,10.4511273,402.9737717,1512.801233,0,Healthy
1.351785718,56.1247657,10.08336088,399.6870344,1488.690531,0,Healthy
1.143864985,48.22817274,9.921328299,395.0570445,1483.44616,0,Healthy
1.23597883,60.56800915,10.73465328,392.147497,1485.155578,0,Healthy
1.388154238,51.07005043,9.82029348,402.7502605,1485.474833,0,Healthy
1.221075101,49.66389802,9.518905885,401.5989097,1476.105094,0,Healthy
1.288094948,54.9214488,10.44199196,401.1195707,1520.462106,0,Healthy
1.225044901,53.28237784,10.097838,402.7164901,1500.732901,0,Healthy
1.208118338,52.19203325,9.469679266,392.9869736,1526.243651,0,Healthy
0.951227353,52.22837921,9.425274188,404.4746219,1495.575755,0,Healthy
1.449548415,52.3060375,10.22319533,395.8232647,1532.177237,0,Healthy
0.962480316,56.23928284,10.5070215,402.0689955,1497.220685,0,Healthy
1.17403586,55.17524589,9.882398399,404.8193956,1533.157845,0,Healthy
1.088501643,49.52078808,9.929374361,412.8985467,1487.944881,0,Healthy
1.527823361,61.71080326,9.557129407,402.8449154,1524.425949,0,Healthy
1.124174452,54.18567856,9.534655269,394.9262163,1490.260837,0,Healthy
0.955211947,55.13633387,9.384021415,401.1689296,1476.661565,0,Healthy
1.266176046,58.33411585,8.405011486,401.8702828,1518.415035,0,Healthy
0.958071796,61.69028955,10.33521521,396.4749407,1499.163464,0,Healthy
1.311665383,55.30402157,10.43100479,395.396632,1502.540412,0,Healthy
0.917257101,54.55509575,9.276873887,396.3223503,1518.541398,0,Healthy
1.418262024,57.43655248,9.126149788,398.4179578,1518.196465,0,Healthy
1.228343383,64.27731816,10.31465427,400.9602456,1495.363253,0,Healthy
1.226708181,54.39012065,10.56648694,404.7835116,1488.210158,0,Healthy
0.933753409,47.65517851,10.40639306,394.483167,1467.706641,0,Healthy
1.277715721,64.97199807,9.995143271,404.1924539,1501.22744,0,Healthy
1.180222069,58.67630593,9.767780365,401.3369616,1504.825467,0,Healthy
1.066381909,58.9681694,9.860032195,396.2212742,1508.047648,0,Healthy
1.020306404,55.11272463,9.992704803,405.4294778,1507.120473,0,Healthy
1.194994608,58.2710652,11.11216604,402.7890515,1500.155289,0,Healthy
0.937632754,50.73954535,9.755820237,396.952439,1497.19543,0,Healthy
1.211329985,57.11877102,9.943600978,402.4325082,1500.967116,0,Healthy
0.804906687,51.24265842,9.884729955,393.9515263,1508.998931,0,Healthy
1.506150166,59.87504741,9.829245703,407.4536307,1502.230012,0,Healthy
1.132582806,52.54638935,9.758024251,398.0591159,1502.556243,0,Healthy
1.232114796,55.01218408,10.34955054,405.9532314,1514.243312,0,Healthy
0.903020406,44.78431546,10.74745593,393.1656065,1496.628519,0,Healthy
0.965977395,47.79207825,10.43317018,403.7957758,1491.352344,0,Healthy
0.681791542,52.81502221,10.3134432,392.6054422,1502.750399,0,Healthy
1.19693803,57.317166,10.09566429,395.1346553,1517.948573,0,Healthy
1.168294085,54.89078184,9.253385633,397.7835887,1486.727959,0,Healthy
1.165410788,61.84683392,8.902479086,391.932193,1522.067555,0,Healthy
1.158135265,52.32370905,10.83192375,396.9719223,1527.390146,0,Healthy
1.335585174,53.04835437,11.72584657,396.9714254,1511.131431,0,Healthy
1.259858516,60.20696516,11.24920896,400.1600207,1488.698732,0,Healthy
1.291994429,52.28913852,11.6107098,400.6826767,1494.520177,0,Healthy
1.236936061,49.61149484,9.222708769,406.0020695,1490.146586,0,Healthy
0.990617803,57.14661101,10.94856332,403.5947666,1514.940715,0,Healthy
1.048640982,49.31275733,11.20106692,398.3866008,1496.237505,0,Healthy
1.465638828,57.22492004,10.36471022,410.8250117,1490.347227,0,Healthy
1.385568026,55.2280525,10.21487382,407.6423421,1507.617536,0,Healthy
1.307659216,59.29002935,9.708037816,395.8039517,1484.327862,0,Healthy
0.806728682,63.22482852,9.117433307,398.8937319,1495.847801,0,Healthy
1.26148134,58.26294885,10.68837879,397.0846128,1497.493174,0,Healthy
1.25651599,54.0052355,11.28587646,402.4548748,1511.023167,0,Healthy
1.332576254,59.69389543,10.14481725,393.5158403,1505.995319,0,Healthy
1.069728621,52.88553327,10.46909122,406.1914154,1500.319074,0,Healthy
1.261766603,61.80885978,10.19260254,413.0084156,1508.482645,0,Healthy
0.847847448,58.01336648,10.30492671,406.4487638,1510.09772,0,Healthy
1.172308803,50.10280705,9.832781394,395.7473977,1491.292148,0,Healthy
1.317715681,61.67961802,10.31573722,394.0205847,1506.66904,0,Healthy
1.439326297,52.56086838,9.892786267,400.073441,1488.226525,0,Healthy
1.329656087,54.51620741,10.33562596,395.5625391,1493.438125,0,Healthy
1.344476272,53.50866739,11.38157108,398.0018191,1503.370271,0,Healthy
1.386518166,49.32653707,8.59135295,392.3717184,1518.938762,0,Healthy
1.089628371,65.23279714,9.548601921,400.9227565,1523.131649,0,Healthy
1.601218578,63.24601431,10.96669298,405.1203126,1508.887904,0,Healthy
1.355672215,52.79525713,9.345440893,399.9831277,1497.447231,0,Healthy
1.10935439,57.78554979,10.76424417,400.4420344,1522.162951,0,Healthy
0.971662177,54.22536216,9.426542144,390.6673169,1498.75979,0,Healthy
1.175650498,61.05379897,10.50464935,394.8790659,1527.811388,0,Healthy
1.444206739,57.32839081,9.818812721,395.2028038,1494.416898,0,Healthy
1.417749724,62.53834522,11.23459482,397.5557529,1483.205739,0,Healthy
1.228177249,47.92624254,10.25853417,399.2619871,1493.009452,0,Healthy
0.881059387,57.05440043,9.573839328,394.1504158,1456.916067,0,Healthy
1.194497019,62.08900639,11.32900737,397.7145187,1490.966819,0,Healthy
1.293754851,51.00645824,10.24143352,403.8304014,1518.403998,0,Healthy
1.179969185,54.185305,9.297613931,395.8655982,1496.602817,0,Healthy
1.273473101,58.6543385,9.357456839,407.4634428,1495.933146,0,Healthy
1.195726541,52.01115328,8.060607792,404.420227,1511.052658,0,Healthy
1.143734489,55.26796287,10.41275137,392.1872707,1492.06421,0,Healthy
1.358852936,49.98284231,10.23484635,393.217091,1506.99645,0,Healthy
1.192871704,48.53947274,10.93179148,396.3270421,1487.846213,0,Healthy
1.240113839,59.5945494,9.187342545,400.3083992,1506.432248,0,Healthy
1.338621121,55.70576622,9.706377729,395.8620489,1501.292158,0,Healthy
0.985572198,43.31459807,10.34924784,404.5196742,1464.556013,0,Healthy
0.998053859,57.47661704,11.64599638,400.1039685,1489.079956,0,Healthy
1.163420712,60.49950568,9.483228657,396.00404,1492.758847,0,Healthy
1.009334278,55.49068126,11.29974277,401.6153964,1496.214697,0,Healthy
1.141637746,48.74723677,10.70648782,399.610814,1497.292801,0,Healthy
1.838621514,56.19501163,9.39856716,397.868212,1517.226686,0,Healthy
1.222654082,49.24688809,10.73538315,396.6592796,1528.099467,0,Healthy
1.416009613,53.21071242,11.02481309,400.3392776,1512.791605,0,Healthy
1.296946563,51.61457338,9.485160134,405.1498041,1494.97837,0,Healthy
1.119270307,51.17950968,10.33887925,410.3126246,1483.987006,0,Healthy
1.204843891,60.64888222,9.936286887,402.261859,1484.064097,0,Healthy
1.285661419,54.25142294,10.788584,405.9369303,1538.843455,0,Healthy
1.315926635,56.30318527,10.15550744,398.2341685,1505.077258,0,Healthy
1.140919718,55.67384391,11.05407803,394.9672872,1517.098178,0,Healthy
1.463423013,54.52772589,8.302516081,396.9608901,1519.454918,0,Healthy
1.195426388,51.00279107,9.596180063,404.2031001,1508.201004,0,Healthy
1.15221358,53.53270235,9.686593481,395.3879491,1524.230635,0,Healthy
1.135535906,59.86863408,11.21705284,404.9915545,1493.525695,0,Healthy
1.280746018,54.90321757,9.277038511,401.6217964,1482.314403,0,Healthy
1.437535878,53.14153081,10.16092772,401.4164394,1496.116425,0,Healthy
1.31733876,53.10038537,10.69703784,393.2701016,1501.895694,0,Healthy
1.5877858,50.9986747,9.457804024,402.5695392,1502.693727,0,Healthy
1.27012602,56.95674852,10.50777717,405.5484992,1506.14728,0,Healthy
1.151748469,57.6902948,11.51990555,399.3368313,1485.38206,0,Healthy
1.421416134,54.51847534,8.261864363,404.2371084,1491.970077,0,Healthy
1.181893344,56.32792132,10.15239974,403.5472591,1493.467704,0,Healthy
1.30262116,53.96181329,10.59104838,403.0768374,1485.968419,0,Healthy
1.417196423,52.85614622,10.64644624,401.8364366,1527.572755,0,Healthy
1.155306804,53.60273282,9.984464315,398.4841011,1511.999129,0,Healthy
0.876737878,50.78527032,9.145757663,404.751538,1525.659201,0,Healthy
1.179110156,54.32471311,10.05604173,405.8093915,1486.089703,0,Healthy
1.247673797,58.90079052,10.40087534,400.9479081,1515.015691,0,Healthy
0.659353541,57.71150128,9.476739453,390.8468355,1507.668039,0,Healthy
1.474731709,54.45020594,10.76229964,408.0613913,1519.723717,0,Healthy
1.527992906,57.96850996,10.06034691,391.9901709,1496.309063,0,Healthy
1.031350681,63.68377087,9.85929135,400.616024,1508.272281,0,Healthy
1.208720489,61.78020416,9.501880511,400.9730373,1488.862941,0,Healthy
0.935995498,52.55292364,9.970370562,397.8534889,1489.613685,0,Healthy
0.918736507,54.66757771,8.796223701,403.8002798,1501.236596,0,Healthy
0.9084897,53.76316369,9.398274876,401.5958726,1520.106757,0,Healthy
0.824965506,55.46010432,9.871893764,403.3567004,1503.197949,0,Healthy
1.049606134,53.72378426,9.363179315,405.3800357,1500.319675,0,Healthy
1.580238137,54.75735674,9.433274586,392.431428,1472.952905,0,Healthy
0.883172811,56.0685066,10.40698002,392.0940465,1513.425575,0,Healthy
1.10338779,55.58717205,11.2897765,404.4841966,1495.97204,0,Healthy
1.021761555,46.39273839,9.424677345,398.9443488,1485.192307,0,Healthy
1.173748607,55.30740753,9.820115215,396.7499871,1502.52982,0,Healthy
1.28838813,50.63840369,11.1287459,399.5070593,1500.282744,0,Healthy
1.341642885,55.93286453,10.76250931,401.4356208,1490.813439,0,Healthy
1.272300705,50.42509517,10.08684776,399.83385,1496.878247,0,Healthy
1.174292498,47.47260382,9.561020074,400.4642245,1502.397846,0,Healthy
0.994464972,60.06283136,9.307060121,404.847286,1506.407915,0,Healthy
1.070754538,62.10124357,9.045090535,404.5957709,1515.008735,0,Healthy
1.065875958,60.5698612,9.799962788,401.4434681,1503.904828,0,Healthy
1.173138252,58.24323309,10.63479098,391.2573401,1519.565104,0,Healthy
0.867501602,59.13018482,10.90136411,394.5451678,1493.837786,0,Healthy
0.978859066,54.14031588,9.753572573,403.8983027,1519.654631,0,Healthy
1.479136762,52.75132789,9.832622501,391.582809,1487.911949,0,Healthy
